,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Net PPE Purchase And Sale,-670230000.0,-474432000.0,-493157000.0,-367424000.0,-687907000.0,
Sale Of PPE,,,,14467000.0,,
Purchase Of PPE,-670230000.0,-474432000.0,-478690000.0,-381891000.0,-687907000.0,
Operating Cash Flow,2381600000.0,2149980000.0,917903000.0,3019000.0,2230595000.0,
Cash From Discontinued Operating Activities,3398000.0,,,,,
Cash Flow From Continuing Operating Activities,2378202000.0,2123147000.0,917903000.0,3019000.0,2230595000.0,
Taxes Refund Paid,-55069000.0,-27798000.0,-15712000.0,-25498000.0,-58119000.0,
Dividend Received Cfo,-46000.0,9010000.0,1065000.0,1112000.0,0.0,
Change In Working Capital,772661000.0,300167000.0,-884248000.0,-1263419000.0,-217031000.0,
Change In Other Current Liabilities,177560000.0,-155970000.0,118727000.0,49614000.0,-140852000.0,
Change In Other Current Assets,128920000.0,82393000.0,-26741000.0,-16641000.0,65775000.0,
Change In Payables And Accrued Expense,1041843000.0,102046000.0,-673049000.0,-1395522000.0,211745000.0,
Change In Accrued Expense,30157000.0,106304000.0,20838000.0,-109684000.0,14538000.0,
Change In Payable,1011686000.0,-4258000.0,-693887000.0,-1285838000.0,197207000.0,
Change In Account Payable,1222780000.0,263128000.0,-519605000.0,-998121000.0,190477000.0,
Change In Tax Payable,-211094000.0,-267386000.0,-174282000.0,-287717000.0,6730000.0,
Change In Income Tax Payable,-211094000.0,-267386000.0,-174282000.0,-287717000.0,6730000.0,
Change In Inventory,-419027000.0,224251000.0,259970000.0,-216476000.0,826713000.0,
Change In Receivables,-156635000.0,47447000.0,-563155000.0,315606000.0,-1180412000.0,
Changes In Account Receivables,-69303000.0,-55350000.0,-81800000.0,20842000.0,22384000.0,
Other Non Cash Items,605725000.0,291616000.0,-38592000.0,107924000.0,411309000.0,
Provisionand Write Offof Assets,85955000.0,55797000.0,91465000.0,119175000.0,57934000.0,
Deferred Tax,100471000.0,257412000.0,354036000.0,247869000.0,776069000.0,
Deferred Income Tax,100471000.0,257412000.0,354036000.0,247869000.0,776069000.0,
Depreciation Amortization Depletion,435744000.0,452474000.0,393874000.0,304071000.0,308770000.0,
Depreciation And Amortization,435744000.0,452474000.0,393874000.0,304071000.0,308770000.0,
Amortization Cash Flow,,103814000.0,,,,
Amortization Of Intangibles,,103814000.0,,,,
Depreciation,677655000.0,348660000.0,255777000.0,304071000.0,308770000.0,
Operating Gains Losses,-5848000.0,9964000.0,-155907000.0,148601000.0,70844000.0,
Earnings Losses From Equity Investments,40676000.0,8464000.0,-132121000.0,149486000.0,120616000.0,
Gain Loss On Investment Securities,19041000.0,14804000.0,-8392000.0,15111000.0,16704000.0,
Gain Loss On Sale Of PPE,,,-15394000.0,-15996000.0,-66476000.0,-31480000.0
Net Income From Continuing Operations,438609000.0,774505000.0,1171922000.0,363184000.0,880819000.0,
